id_record,mese_competenza,codice_amministrazione,amministrazione,sigla_sindacale,descrizione_sindacale,numero_deleghe,importo_ritenuto,importo_versato,differenza,comparto,stato_flusso,note_operatore,Codice Amministrazione
8dfca21a-ccd1-07bc-c127-c7d40f3a11f9,2023-11,00078,AGENZIA DELLE ENTRATE,USB PI,Unione Sindacale di Base,330,24150.24,23861.09-,289.15,FUNZIONI CENTRALI,CONSOLIDATO,,78
9c6be2b1-992d-1cf1-addf-28eb994617fb,2023-01,00118,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,ANIEF,Associazione Nazionale Insegnanti e Formatori,233,887169,8637.35,234.34,FUNZIONI CENTRALI,CONSOLIDATO,,118
35493142-3113-d5c8-6eef-2904963d1103,2023-06,00103,CONSIGLIO NAZIONALE DELLE RICERCHE,CISL FP,Federazione Pubblica CISL,17,11385.99,11068.3,317.69,ISTRUZIONE E RICERCA,CONSOLIDATO,,103
fc2b8cfe-4f51-a5fd-a37b-80605b4a5e21,2023-08,00118,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,USB PI,Unione Sindacale di Base,854,1930.32,1879.57,50.75,FUNZIONI CENTRALI,CONSOLIDATO,,118
04d5dd6e-030a-a946-5c2f-dd5c324c34df,2024-11,00201,MINISTERO DELL'AMBIENTE E DELLA SICUREZZA ENERGETICA,CONFSAL UNSA,Confederazione Sindacati Autonomi Lavoratori,746,12238.64,12176.1,62.54,FUNZIONI CENTRALI,CONSOLIDATO,,201
08bd64b0-485f-1a2b-f86d-6b8197b09b08,2024-02,00201,MINISTERO DELL'AMBIENTE E DELLA SICUREZZA ENERGETICA,SNALS,Sindacato Nazionale Autonomo Lavoratori Scuola,34,1141.9,1110.92,30.98,FUNZIONI CENTRALI,CONSOLIDATO,,201
21493893-aab2-c155-98d9-e893a8bd7271,2023-07,00219,ENTE NAZIONALE PER L'AVIAZIONE CIVILE,CGS,Confederazione Generale Sindacale,95,12287.47,12154.51,132.96,FUNZIONI CENTRALI,CONSOLIDATO,,219
0d69b988-5ded-e671-a2de-890ccdd7375a,2023-06,00201,MINISTERO DELL'AMBIENTE E DELLA SICUREZZA ENERGETICA,CISL FP,Federazione Pubblica CISL,360,6252.02,6235.56,16.46,FUNZIONI CENTRALI,CONSOLIDATO,,201
991fdd82-d70d-3003-23b6-e2bbe4d494cc,2023-07,00266,CORTE DEI CONTI,FLP,Federazione Lavoratori Pubblici,83,4667.05,4551.08,115.97,FUNZIONI CENTRALI,CONSOLIDATO,,266
9804090b-8c36-94a2-f1c8-8e9863fa2c56,2024-01,00174,MINISTERO DELLA CULTURA,CISL FP,Federazione Pubblica CISL,645,14843.98,14587.86,256.12,FUNZIONI CENTRALI,CONSOLIDATO,,174
98fea7d6-16c4-fd23-ee39-800185e298dc,2023-11,00279,AVVOCATURA GENERALE DELLO STATO,FLP,Federazione Lavoratori Pubblici,31,14767.31,14370.32,396.99,FUNZIONI CENTRALI,CONSOLIDATO,,279
b47788a7-e0d7-9cf7-eb10-c3ef5e976bc7,2024-05,00233,ISTITUTO NAZIONALE DI GEOFISICA E VULCANOLOGIA,UIL PA,Unione Italiana Lavoratori PA,554,2745.17,2683.71,61.46,ISTRUZIONE E RICERCA,CONSOLIDATO,,233
ff323551-457f-b77c-09e5-0097fbfc01f6,2024-10,00288,MINISTERO DEGLI AFFARI ESTERI,CONFSAL UNSA,Confederazione Sindacati Autonomi Lavoratori,584,2728.46,2652.29,76.17,FUNZIONI CENTRALI,CONSOLIDATO,,288
2eb29ef9-5684-0373-8d7c-d4d4b4eeaa01,2024-02,00091,ISTITUTO SUPERIORE DI SANITA',FLP,Federazione Lavoratori Pubblici,382,5536.24,5410.1,126.14,SANITA',CONSOLIDATO,,91
08b779bc-d218-381c-355d-d5aa4266f80f,2024-02,00288,MINISTERO DEGLI AFFARI ESTERI,CISL FP,Federazione Pubblica CISL,52,1466.53,1465.8,0.73,FUNZIONI CENTRALI,CONSOLIDATO,,288
26aecdbc-189b-9e5b-f682-4b52d2aad1f9,2023-06,00233,ISTITUTO NAZIONALE DI GEOFISICA E VULCANOLOGIA,SNALS,Sindacato Nazionale Autonomo Lavoratori Scuola,435,12432.63,12342.29,90.34,ISTRUZIONE E RICERCA,CONSOLIDATO,,233
abf538f3-ac2d-684f-fcca-66dada1bcba4,2024-04,00288,MINISTERO DEGLI AFFARI ESTERI,CISL FP,Federazione Pubblica CISL,449,9198.5,9033.19,165.31,FUNZIONI CENTRALI,CONSOLIDATO,,288
da5c58c4-1e84-695d-b6c8-b8d5bc28929e,2023-09,00201,MINISTERO DELL'AMBIENTE E DELLA SICUREZZA ENERGETICA,CISL FP,Federazione Pubblica CISL,111,4750.96,4647.05,103.91,FUNZIONI CENTRALI,CONSOLIDATO,,201
b3969cb9-a52e-d154-6e6f-64812e72f60f,2024-03,00127,ND,DIRSTAT,Federazione Dirigenti Statali,587,6475.91,6311.65,164.26,FUNZIONI CENTRALI,CONSOLIDATO,,127
45bdcf06-b0ce-919a-9331-b42aab15593e,2024-04,00279,AVVOCATURA GENERALE DELLO STATO,FLP,Federazione Lavoratori Pubblici,897,1079.06,1078.54,0.52,,CONSOLIDATO,,279
b910fa9a-bbdb-52db-0859-a5f200fb6cf0,2023-11,00279,AVVOCATURA GENERALE DELLO STATO,CGIL FP,Federazione Lavoratori Funzione Pubblica CGIL,579,597.72,579.95,17.77,FUNZIONI CENTRALI,CONSOLIDATO,,279
cf18e9e1-3fd4-aeb7-0a6f-1cf2b1df5d30,2024-05,00288,MINISTERO DEGLI AFFARI ESTERI,CSE,Confederazione Sindacati Europei,651,2707.46,2661.47,45.99,FUNZIONI CENTRALI,CONSOLIDATO,,288
122a1d68-1b38-ded6-5f65-cb1450653da9,2023-01,00056,MINISTERO DELLA DIFESA,CGIL FP,Federazione Lavoratori Funzione Pubblica CGIL,285,2182.09,2118.99,63.1,SICUREZZA-DIFESA,CONSOLIDATO,,56
f8b4f185-af4f-6393-8ba0-f7279a08b1b0,2023-06,00012,MINISTERO DELL'ISTRUZIONE E DEL MERITO,FLP,Federazione Lavoratori Pubblici,168,2448.65,2417.37,31.28,ISTRUZIONE E RICERCA,CONSOLIDATO,,12
f4bbb2dd-7125-6a6d-c07e-592f012b116d,2023-06,00145,MINISTERO DEL TURISMO,CISL FP,Federazione Pubblica CISL,742,848.03,841.08,6.95,FUNZIONI CENTRALI,CONSOLIDATO,,145
d9429e35-1330-9092-a66c-d93da9d04ccc,2023-01,00219,ENTE NAZIONALE PER L'AVIAZIONE CIVILE,CISL FP,Federazione Pubblica CISL,"454,0",835.21,820.55,14.66,FUNZIONI CENTRALI,CONSOLIDATO,,219
64aab980-9147-ca7a-9389-97c121c769aa,2024-05,00247,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,Usb Pi,Unione Sindacale di Base,248,11209.72,10965.08,244.64,FUNZIONI CENTRALI,CONSOLIDATO,,247
22812cd8-c6e2-3312-bdcd-a93a7facf98d,2024-10,00188,AGENZIA DEL DEMANIO,CGIL FP,Federazione Lavoratori Funzione Pubblica CGIL,99,8754.41,8604.11,150.3,FUNZIONI CENTRALI,CONSOLIDATO,,188
a5b5aa4e-a93d-11eb-fc9f-05a56c38c752,2023-09,00233,ISTITUTO NAZIONALE DI GEOFISICA E VULCANOLOGIA,SNALS,Sindacato Nazionale Autonomo Lavoratori Scuola,396,3021.76,3003.5,18.26,ISTRUZIONE E RICERCA,CONSOLIDATO,,233
59638ebf-effc-3ff0-b142-ed4655127870,2024-03,00118,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,CISL FP,Federazione Pubblica CISL,9,6710.05,6697.15,12.9,FUNZIONI CENTRALI,CONSOLIDATO,,118
ea30ec6c-baec-e482-df1b-6afbc0445fd5,2024-01,00219,ENTE NAZIONALE PER L'AVIAZIONE CIVILE,CONFSAL UNSA,Confederazione Sindacati Autonomi Lavoratori,861,3173.9,3106.68,67.22,FUNZIONI CENTRALI,CONSOLIDATO,,219
df52a470-d072-635b-2f31-42a1b14b66e3,2024-10,00103,CONSIGLIO NAZIONALE DELLE RICERCHE,CISL FP,Federazione Pubblica CISL,295,13849.74,13660.44,189.3,ISTRUZIONE E RICERCA,CONSOLIDATO,,103
dab4366a-095d-442f-f7db-10993dc648e5,2024-02,00279,AVVOCATURA GENERALE DELLO STATO,INTESA FP,Intesa Funzione Pubblica,484,4467.8,4357.88,109.92,FUNZIONI CENTRALI,CONSOLIDATO,rettifica manuale,279
971a8b52-0260-364b-e491-218407757197,2023-09,00118,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,ANIEF,Associazione Nazionale Insegnanti e Formatori,229,4383846,42862.12,976.34,FUNZIONI CENTRALI,CONSOLIDATO,,118
9cd02d98-1200-ade9-e5e3-fc91c2cc948f,2023-07,00188,AGENZIA DEL DEMANIO,SNALS,Sindacato Nazionale Autonomo Lavoratori Scuola,569,1938.52,1893.18,45.34,FUNZIONI CENTRALI,CONSOLIDATO,,188
a31c7d3a-4369-9dea-96a9-054c614c1488,2024-09,00279,AVVOCATURA GENERALE DELLO STATO,FLP,Federazione Lavoratori Pubblici,516,3109.01,3097.38,11.63,FUNZIONI CENTRALI,CONSOLIDATO,,279
7b096c4d-5df4-5982-e20e-c7186d58f98c,2023-02,00279,AVVOCATURA GENERALE DELLO STATO,CONFSAL UNSA,Confederazione Sindacati Autonomi Lavoratori,534,1164.36,1154.48,9.88,FUNZIONI CENTRALI,CONSOLIDATO,,279
21413a9a-db3e-67dd-339c-44ac07a25855,2024-09,00258,AGENZIA ITALIANA PER LA COOPERAZIONE ALLO SVILUPPO,CGIL FP,Federazione Lavoratori Funzione Pubblica CGIL,536,2515.15,2441.99,73.16,FUNZIONI CENTRALI,CONSOLIDATO,,258
1e068767-5d5e-cc3e-a57d-8bc7be3feb44,2023-02,00288,MINISTERO DEGLI AFFARI ESTERI,DIRSTAT,Federazione Dirigenti Statali,361,2155.09,2121.11,33.98,FUNZIONI CENTRALI,CONSOLIDATO,,288
0cfb15e7-7dfa-372a-ebfa-7558abb6dca9,2024-02,00188,AGENZIA DEL DEMANIO,CONFSAL UNSA,Confederazione Sindacati Autonomi Lavoratori,301,12686.68,12418.3,268.38,FUNZIONI CENTRALI,CONSOLIDATO,,188
42bec6f7-6cae-20d5-db09-09547ae329e3,2023-07,00219,ENTE NAZIONALE PER L'AVIAZIONE CIVILE,CISL FP,Federazione Pubblica CISL,418,12092.33,12054.26,38.07,FUNZIONI CENTRALI,CONSOLIDATO,,219
1ce72da2-073d-36c3-1c05-5f8a70539100,2023-01,00258,AGENZIA ITALIANA PER LA COOPERAZIONE ALLO SVILUPPO,CISL FP,,3,16134.52,15815.57,318.95,FUNZIONI CENTRALI,CONSOLIDATO,,258
ac786358-f12e-69d1-1229-2cff0248fcc2,2024-05,,MINISTERO DEGLI AFFARI ESTERI,CGIL FP ,Federazione Lavoratori Funzione Pubblica CGIL,403,3434.44,3402.46,31.98,FUNZIONI CENTRALI,CONSOLIDATO,,288
fac8b402-ca6c-965f-0897-783e9f45a718,2023-04,00188,AGENZIA DEL DEMANIO,CGIL FP,Federazione Lavoratori Funzione Pubblica CGIL,444,6127.8,6005.69,122.11,FUNZIONI CENTRALI,CONSOLIDATO,,188
1c4dce44-3206-f2e0-f3a6-7c751a1ca8b5,2023-09,00219,ENTE NAZIONALE PER L'AVIAZIONE CIVILE,CISL FP,Federazione Pubblica CISL,811,643.32,632.78,10.54,FUNZIONI CENTRALI,CONSOLIDATO,,219
91e0f23c-1822-35cf-f5e4-09a77ec3b8f4,2023-06,00279,AVVOCATURA GENERALE DELLO STATO,CISL FP,Federazione Pubblica CISL,245,1970.81,1954.89,15.92,FUNZIONI CENTRALI,CONSOLIDATO,,279
ae7b7da9-9823-9187-3d56-1322d01f25ea,2024-03,00056,MINISTERO DELLA DIFESA,ANIEF,Associazione Nazionale Insegnanti e Formatori,172,3277.9,3179.85,98.05,SICUREZZA-DIFESA,CONSOLIDATO,,56
40368e22-baf2-4dac-def2-c044afcb3749,2024-12,00247,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,SNALS,Sindacato Nazionale Autonomo Lavoratori Scuola,750,2206.05,2147.76,58.29,FUNZIONI CENTRALI,CONSOLIDATO,,247
8ce92abd-4d35-6c0c-e46e-c9551dc2ca12,2024-12,00091,ISTITUTO SUPERIORE DI SANITA',UIL PA,Unione Italiana Lavoratori PA,620,3490.79,3487.66,3.13,SANITA',CONSOLIDATO,,91
fd120d5f-bb07-a472-fc18-aabbe3ce8378,2024-12,00056,MINISTERO DELLA DIFESA,USB PI,Unione Sindacale di Base,315,472.08,471.57,0.51,SICUREZZA-DIFESA,CONSOLIDATO,,56
e8df0aea-4958-94a0-0b44-344b51165b26,2024-12,,AGENZIA NAZIONALE POLITICHE ATTIVE LAVORO,CISL FP,Federazione Pubblica CISL,760,357179,3512.03,59.76,FUNZIONI CENTRALI,CONSOLIDATO,,127
5f34c844-1954-d34b-eb86-e6afe4966077,2023-01,00162,ISTITUTO NAZIONALE DI ASTROFISICA,FLP,Federazione Lavoratori Pubblici,151,5734.42,5634.54,99.88,ISTRUZIONE E RICERCA,CONSOLIDATO,,162
2c320260-d215-fdf0-5621-0b91b5f7baea,2023-10,00056,MINISTERO DELLA DIFESA,SNALS,Sindacato Nazionale Autonomo Lavoratori Scuola,241,8868.98,8783.36,85.62,SICUREZZA-DIFESA,CONSOLIDATO,,56
96a1539b-7ba6-c74e-b391-afacc28c8a3a,2024-09,00078,AGENZIA DELLE ENTRATE,UIL PA,Unione Italiana Lavoratori PA,229,55213.83,54897.85,315.98,FUNZIONI CENTRALI,CONSOLIDATO,,78
593ef27b-ce53-0a8a-9b91-0c566abe7221,2024-02,00188,AGENZIA DEL DEMANIO,CISL FP,Federazione Pubblica CISL,246,287.56,285.21,2.35,FUNZIONI CENTRALI,CONSOLIDATO,,188
0cf80552-537b-cc9a-d3ab-c2296c7d2982,2024-01,00056,MINISTERO DELLA DIFESA,CGIL FP,Federazione Lavoratori Funzione Pubblica CGIL,526,3461.12,3364.31,96.81,SICUREZZA-DIFESA,CONSOLIDATO,,56
31960d9b-cc83-6c09-e271-9dd77649cc3d,2024-08,00219,ENTE NAZIONALE PER L'AVIAZIONE CIVILE,UIL PA,Unione Italiana Lavoratori PA,78,2377.49,2375.08,2.41,FUNZIONI CENTRALI,CONSOLIDATO,,219
464f6d21-8d86-1982-c3fe-6382b8171633,2023-12,00174,MINISTERO DELLA CULTURA,CONFSAL UNSA,Confederazione Sindacati Autonomi Lavoratori,751,40662.01,39891.81,770.2,FUNZIONI CENTRALI,CONSOLIDATO,,174
b8af9296-e785-fa16-73de-141bff4e3a3b,2024-11,00279,AVVOCATURA GENERALE DELLO STATO,CISL FP,Federazione Pubblica CISL,463,9433.22,9293.63,139.59,FUNZIONI CENTRALI,CONSOLIDATO,,279
d8018170-610e-3e3d-f343-55ac0b305fbb,2024-08,00118,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,CGIL FP ,Federazione Lavoratori Funzione Pubblica CGIL,322,749.23,730.24,18.99,FUNZIONI CENTRALI,CONSOLIDATO,,118
0d978f50-eb37-7787-d375-c77e9e3c248d,2024-12,00188,AGENZIA DEL DEMANIO,FLP,Federazione Lavoratori Pubblici,4,3227.11,3218.56,8.55,FUNZIONI CENTRALI,CONSOLIDATO,,188
b2330950-86a8-3db2-901f-90356e960b4d,2024-07,00078,AGENZIA DELLE ENTRATE,INTESA FP,,278,13907.65,13680.18,227.47,FUNZIONI CENTRALI,CONSOLIDATO,,78
3d5a2b66-040d-5d9a-a9d4-9f90bf899a44,2023-12,00078,AGENZIA DELLE ENTRATE,FLP,Federazione Lavoratori Pubblici,197,1808.72,1781.88,26.84,FUNZIONI CENTRALI,CONSOLIDATO,,78
9b752a9b-332d-1723-da57-030adf682294,2023-05,00258,AGENZIA ITALIANA PER LA COOPERAZIONE ALLO SVILUPPO,CISL FP,Federazione Pubblica CISL,672,315.58,307.8,7.78,FUNZIONI CENTRALI,CONSOLIDATO,,258
6cea629c-5b85-b7e4-8bce-e3ba049c3deb,2023-09,00012,MINISTERO DELL'ISTRUZIONE E DEL MERITO,INTESA FP,Intesa Funzione Pubblica,485,4715.75,4603.08,112.67,,CONSOLIDATO,,12
4595728c-5dca-2d7e-9ec6-2caa2021d552,2023-05,00056,MINISTERO DELLA DIFESA,CISL FP,Federazione Pubblica CISL,600,7038695,69278.61,1108.34,SICUREZZA-DIFESA,CONSOLIDATO,,56
d5ba99fe-3080-01ba-cde1-409e3ccbbe1e,2024-05,00118,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,CGIL FP,Federazione Lavoratori Funzione Pubblica CGIL,450,19457.9,19151.53,306.37,FUNZIONI CENTRALI,CONSOLIDATO,,118
e7a879bd-91bd-28fa-b59a-cad7587fa602,2023-08,00056,MINISTERO DELLA DIFESA,CGIL FP,Federazione Lavoratori Funzione Pubblica CGIL,370,7493.21,7312.35,180.86,SICUREZZA-DIFESA,CONSOLIDATO,,56
3d53c00f-6aca-d77b-db12-f47238fb96bb,2023-03,00266,CORTE DEI CONTI,CONFSAL UNSA,Confederazione Sindacati Autonomi Lavoratori,228,9164.56,8910.82,253.74,FUNZIONI CENTRALI,CONSOLIDATO,rettifica manuale,266
13c835f4-01ea-b3e4-a562-6802d842e254,2024-07,00266,CORTE DEI CONTI,DIRSTAT,Federazione Dirigenti Statali,812,1189.0,1182.16,6.84,FUNZIONI CENTRALI,CONSOLIDATO,,266
ece89371-e7a3-b670-3e15-b4e197667a5b,2024-02,00219,ENTE NAZIONALE PER L'AVIAZIONE CIVILE,FLP,Federazione Lavoratori Pubblici,210,1710.9,1700.17,10.73,FUNZIONI CENTRALI,CONSOLIDATO,,219
831fd614-c400-79e0-3fd0-de9cbecf8ada,2024-04,00247,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,CONFSAL UNSA ,Confederazione Sindacati Autonomi Lavoratori,831,826.74,824.79,1.95,FUNZIONI CENTRALI,CONSOLIDATO,,247
0cbf810d-dc3d-d75d-d9b3-6cb56230e7b0,2023-07,00258,AGENZIA ITALIANA PER LA COOPERAZIONE ALLO SVILUPPO,CISL FP,,395,2829.99,2764.88,65.11,FUNZIONI CENTRALI,CONSOLIDATO,,258
b46ad90e-0939-2b6e-a1c6-08c81053733d,2024-10,00034,MINISTERO DELLA GIUSTIZIA,ANIEF,Associazione Nazionale Insegnanti e Formatori,283,224.67,224.58,0.09,FUNZIONI CENTRALI,CONSOLIDATO,,34
31ec6da0-9e74-9b4d-56d6-d05d49040c0b,2024-02,00078,AGENZIA DELLE ENTRATE,CISL FP,Federazione Pubblica CISL,72,1538.72,1521.83,16.89,FUNZIONI CENTRALI,CONSOLIDATO,,78
dbae81d3-8dc1-5843-cb41-d85419851c0e,2024-09,00279,AVVOCATURA GENERALE DELLO STATO,FLP,Federazione Lavoratori Pubblici,289,1328.74,1292.15,36.59,FUNZIONI CENTRALI,CONSOLIDATO,,279
4ceee484-409f-9ca0-9193-b448c74e27fd,2024-08,00012,MINISTERO DELL'ISTRUZIONE E DEL MERITO,UIL PA,Unione Italiana Lavoratori PA,407,4383.59,4375.47,8.12,ISTRUZIONE E RICERCA,CONSOLIDATO,,12
83ea1f6f-bcf2-a395-4f08-5bb00906c959,2024-07,00266,CORTE DEI CONTI,USB PI,Unione Sindacale di Base,585,1638.7,1603.3,35.4,FUNZIONI CENTRALI,CONSOLIDATO,,266
edd58e18-77aa-e198-6819-1c5851696e0a,2023-02,00162,ISTITUTO NAZIONALE DI ASTROFISICA,cisl fp,Federazione Pubblica CISL,432,2633.16,2601.31,31.85,ISTRUZIONE E RICERCA,CONSOLIDATO,,162
c90265ce-39d5-4658-b4d2-21087761ebd3,2024-02,00012,MINISTERO DELL'ISTRUZIONE E DEL MERITO,CISL FP,Federazione Pubblica CISL,701,2953.62,2905.64,47.98,ISTRUZIONE E RICERCA,CONSOLIDATO,,12
36999155-3166-3135-439d-f1568adf9f55,2023-06,00118,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,SNALS,Sindacato Nazionale Autonomo Lavoratori Scuola,314,16644.27,16621.93,22.34,FUNZIONI CENTRALI,CONSOLIDATO,,118
84a6d197-e151-2f6a-96d8-8f63a6ffb9ec,2023-04,00127,AGENZIA NAZIONALE POLITICHE ATTIVE LAVORO,SNALS,Sindacato Nazionale Autonomo Lavoratori Scuola,419,2143.06,2141.7,1.36,FUNZIONI CENTRALI,CONSOLIDATO,,127
1fbe2330-a1f6-55e0-9dd3-f51ca6d56133,2023-08,00078,AGENZIA DELLE ENTRATE,CGS,Confederazione Generale Sindacale,377,2224.26,2162.89,61.37,FUNZIONI CENTRALI,CONSOLIDATO,,78
0ac46051-c9f2-42fe-a658-68d3068f0f3f,2024-02,00288,MINISTERO DEGLI AFFARI ESTERI,dirstat,Federazione Dirigenti Statali,136,1603.6,1565.84,37.76,FUNZIONI CENTRALI,CONSOLIDATO,,288
973b4096-d00a-154d-a5ef-3639686c039b,2024-10,00201,ND,ANIEF,Associazione Nazionale Insegnanti e Formatori,689,12903.79,12810.36,93.43,FUNZIONI CENTRALI,CONSOLIDATO,,201
bc6523d2-1351-6b83-d4bb-e760d9814686,2023-03,00174,MINISTERO DELLA CULTURA,CISL FP,Federazione Pubblica CISL,550,1285.49,1273.75,11.74,FUNZIONI CENTRALI,CONSOLIDATO,,174
8e635c6f-a69c-f373-2653-7b0dfb77871d,2023-02,00288,MINISTERO DEGLI AFFARI ESTERI,SNALS,Sindacato Nazionale Autonomo Lavoratori Scuola,175,3729.94,3657.3,72.64,FUNZIONI CENTRALI,CONSOLIDATO,,288
4993a816-2af1-4426-9adb-92556c9c09e1,2024-07,00118,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,CONFSAL UNSA,Confederazione Sindacati Autonomi Lavoratori,103,3740.22,3630.42,109.8,FUNZIONI CENTRALI,CONSOLIDATO,,118
5420d48b-3038-5643-f6db-407a2ac7cefd,2024-12,00056,MINISTERO DELLA DIFESA,Intesa Fp,Intesa Funzione Pubblica,571,847.49,827.32,20.17,SICUREZZA-DIFESA,CONSOLIDATO,rettifica manuale,56
53726c28-9fa7-54ea-e65d-32f67a992fc2,2023-10,00174,MINISTERO DELLA CULTURA,CONFSAL UNSA,Confederazione Sindacati Autonomi Lavoratori,796,10210.52,10078.0,132.52,FUNZIONI CENTRALI,CONSOLIDATO,,174
ff661bc0-0f97-3771-d73e-db6795cf3431,2024-08,00266,CORTE DEI CONTI,FLP,Federazione Lavoratori Pubblici,52,6351.62,6229.97,121.65,FUNZIONI CENTRALI,CONSOLIDATO,,266
f5d54cf5-57cc-5068-0b4a-a65e4e458409,2023-04,00091,ISTITUTO SUPERIORE DI SANITA',CGIL FP,,726,2540.71,2502.59,38.12,SANITA',CONSOLIDATO,,91
d94b5a51-0d62-0d09-9d43-53f512042128,2023-11,00056,MINISTERO DELLA DIFESA,ANIEF,Associazione Nazionale Insegnanti e Formatori,503,14716.12,14370.52,345.6,SICUREZZA-DIFESA,CONSOLIDATO,,56
9bf22c90-4ac4-39e1-ba1e-35690452e8bb,2024-07,00174,MINISTERO DELLA CULTURA,FLP ,Federazione Lavoratori Pubblici,610,1647.24,1600.71,46.53,FUNZIONI CENTRALI,CONSOLIDATO,,174
460ddebf-e805-cda7-6f3a-cb57d0c46b13,2024-06,00118,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,CGIL FP,Federazione Lavoratori Funzione Pubblica CGIL,700,339436,3350.56,102.81,FUNZIONI CENTRALI,CONSOLIDATO,rettifica manuale,118
64bddc85-c36e-80c3-5af6-92c87e0b8645,2024-08,--,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,CISL FP,Federazione Pubblica CISL,239,7970.98,7857.11,113.87,FUNZIONI CENTRALI,CONSOLIDATO,,247
20db4772-f446-9ee7-dda3-3ff7e1bda92a,2024-09,00034,MINISTERO DELLA GIUSTIZIA,CISL FP,Federazione Pubblica CISL,785,1235507,12224.42,130.65,FUNZIONI CENTRALI,CONSOLIDATO,,34
16f15ac5-6be3-6b89-fdb9-1fe6ff13b16b,2024-09,00279,AVVOCATURA GENERALE DELLO STATO,CSE,Confederazione Sindacati Europei,511,12340.8,12166.47,174.33,FUNZIONI CENTRALI,CONSOLIDATO,rettifica manuale,279
3aa36d17-c786-5e58-7250-8f967fabc034,2024-07,00056,MINISTERO DELLA DIFESA,INTESA FP,Intesa Funzione Pubblica,897,2342.35,2333.7,8.65,SICUREZZA-DIFESA,CONSOLIDATO,,56
0dd1aad3-188a-7c47-d732-7d7a1c5ea113,2024-07,00219,ENTE NAZIONALE PER L'AVIAZIONE CIVILE,CGIL FP,Federazione Lavoratori Funzione Pubblica CGIL,409,18713.07,18492.48,220.59,FUNZIONI CENTRALI,CONSOLIDATO,,219
34123f02-e971-65ee-03bb-07a8662e2775,2023-07,00145,MINISTERO DEL TURISMO,CGIL FP,Federazione Lavoratori Funzione Pubblica CGIL,113,13632.04,13259.46,372.58,FUNZIONI CENTRALI,CONSOLIDATO,,145
91878dc0-19da-93c7-ef0a-2627185a1a5d,2024-05,00219,ENTE NAZIONALE PER L'AVIAZIONE CIVILE,SNALS,,575,885.25,879.83,5.42,FUNZIONI CENTRALI,CONSOLIDATO,,219
a5980ef3-8c25-036a-cb28-ce2d6b462054,2023-12,00103,CONSIGLIO NAZIONALE DELLE RICERCHE,CGIL FP,Federazione Lavoratori Funzione Pubblica CGIL,196,4422.65,4313.57,109.08,ISTRUZIONE E RICERCA,CONSOLIDATO,,103
7a98aa58-f2bb-a2e4-1e61-024a3be17536,2023-01,00288,MINISTERO DEGLI AFFARI ESTERI,FLP,Federazione Lavoratori Pubblici,230,9658.86,9626.87,31.99,FUNZIONI CENTRALI,CONSOLIDATO,,288
a4e89dde-25db-043d-5242-879e7c3fd523,2023-04,,CONSIGLIO NAZIONALE DELLE RICERCHE,FLP,Federazione Lavoratori Pubblici,630,410745,4089.47,17.98,ISTRUZIONE E RICERCA,CONSOLIDATO,,103
eeb09729-4e65-95dc-c06f-37f81fec40b6,2024-09,00056,MINISTERO DELLA DIFESA,USB PI,Unione Sindacale di Base,870,1503.98,1476.03,27.95,SICUREZZA-DIFESA,CONSOLIDATO,,56
78bda4a8-428f-5ecc-4af2-4b3a75fedf77,2023-09,00127,AGENZIA NAZIONALE POLITICHE ATTIVE LAVORO,CISL FP,Federazione Pubblica CISL,698,7339.32,7218.96,120.36,FUNZIONI CENTRALI,CONSOLIDATO,,127
56879662-066e-2c3f-83b6-114352f269e9,2023-04,00103,CONSIGLIO NAZIONALE DELLE RICERCHE,UIL PA,Unione Italiana Lavoratori PA,812,6264.77,6169.08,95.69,ISTRUZIONE E RICERCA,CONSOLIDATO,,103
dcc9a09f-9620-aa2d-fdf8-b6377ea56eba,2023-07,00247,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,USB PI,Unione Sindacale di Base,424,10312.31,10187.48,124.83,FUNZIONI CENTRALI,CONSOLIDATO,,247
3a992e21-f89b-3c05-6051-621bb22d415e,2024-05,00288,MINISTERO DEGLI AFFARI ESTERI,SNALS,Sindacato Nazionale Autonomo Lavoratori Scuola,790,756.81,742.53,14.28,FUNZIONI CENTRALI,CONSOLIDATO,,288
744ca49f-a4d6-b2af-de6b-24bf0a77335a,2024-05,00174,MINISTERO DELLA CULTURA,CGS,Confederazione Generale Sindacale,691,8016.14,7862.67,153.47,FUNZIONI CENTRALI,CONSOLIDATO,,174
