rata,ente,descrizione,tipo_imposta,imposta,spesa
202306,INPS,Trattenuta sindacale,IRPEF,"1.069,38",3568.73
202510,INAIL,Rimborso spese,IVA,"909,48",3601.9
202508,Agenzia delle Entrate,Anticipo TFR,irpef,649.09,2959.63
202211,Comune di Roma,Rimborso spese,INPS,537.77,3105.16
02/2023,Comune di Milano,Rimborso spese,IRAP,1216.10,6226.84
01/2023,Agenzia delle Entrate,Straordinario,ADD_COM,"998,93",3710.03
202407,Ministero della Salute,Rimborso spese,IRES,341.02,
202203,Regione Lazio,Straordinario,ADD_REG,934.37,2563.43
202408,Regione Lazio,Stipendio base,IRAP,N.D.,941.28
2024-11,  ,Indennita di funzione x,ADD_COM,770.47,3979.64
202205,Comune di Milano,Buoni pasto,IRES,896.01,3966.06
gen-2022,Agenzia delle Entrate,Anticipo TFR x,IRAP,N.D.,4987.94
202409,Ministero dell'Economia,Trattenuta sindacale,IRAP,260.63,1052.75
02/23,sconosciuto,Premio produttivita,ADD_COM,N.D.,664.05
202511,INPS,Premio produttivita,INAIL,425.13,
202503,INAIL,Buoni pasto,ADD_REG,-930.19,2209.22
202513,INAIL,Premio produttivita,INPS,"1.400,94",8285.76
202408,Comune di Roma,Trattenuta sindacale,ADD_REG,"€ 1.179,73",6834.76
202502,,Trattenuta sindacale x,n.c.,"€ 1.131,28",6246.33
202209,Agenzia delle Entrate,Rimborso spese,INAIL,"528,84",2928.25
202303,Ministero dell'Economia,Rimborso spese,ADD_REG,211.98,857.29
202208,Comune di Roma,Buoni pasto,ADD_COM,"€ 1.343,31",5362.2
12/2024,Agenzia delle Entrate,Trattenuta sindacale,INPS,776.24,4098.8
2024-12,Regione Lazio,Anticipo TFR,IVA,"€ 195,74",613.26
202311,Regione Lazio,Stipendio base,INAIL,825.70,4458.5
giu-2023,INPS,Stipendio base,INAIL,"€ 1.029,34",2885.78
202407,Ministero della Salute,Trattenuta sindacale,ADD_COM,513.86,2834.67
202204,INPS,Stipendio base,n.c.,63.41,264.06
202412,Regione Lazio,Straordinario,ADD_COM,951.33,5111.35
202406,  ,Buoni pasto,INAIL,N.D.,429.59
2022-10,Comune di Milano,Trattenuta sindacale,ADD_COM,677.55,3004.07
202205,Regione Lazio,Indennita di funzione,ADD_REG,1245.92,7110.65
2023-09,Regione Lazio,Straordinario,Add_Com,"€ 1.498,33",5503.14
202403,Comune di Roma,Buoni pasto,IRES,586.94,1691.06
2023-09,Ministero della Salute,Anticipo TFR,ADD_COM,79.18,187.18
202301,Ministero della Salute,Premio produttivita,IRAP,764.71,536100.31
apr-2024,,Buoni pasto x,ADD_REG,450.60,2002.62
202205,Comune di Roma,Indennita di funzione,n.c.,1344.52,6027.24
202406,Regione Lazio,Indennita di funzione,IVA,"€ 1.081,68",2324.17
202209,INAIL,Trattenuta sindacale,INAIL,636.27,1342.31
202205,Ministero dell'Economia,Indennita di funzione,INPS,"1.154,94",6446.49
202201,N.D.,Rimborso spese,INAIL,"€ 544,75",2605.0
202304,Ministero dell'Economia,Straordinario,Irpef,"€ 806,56",1978.71
202206,INAIL,Premio produttivita,ADD_REG,1388.04,3190.48
mar-2025,Agenzia delle Entrate,Straordinario x,IVA,340.23,900.73
202308,Ministero della Salute,Trattenuta sindacale,Add_Reg,503.93,2634.38
202513,Comune di Milano,Rimborso spese,IRAP,1334.11,6526.93
202508,Agenzia delle Entrate,Indennita di funzione,n.c.,719.72,3278.05
2025-08,INAIL,Premio produttivita x,INPS,510.94,2331.5
2025-10,Regione Lazio,Buoni pasto,IRES,104.08,565.73
202207,Comune di Roma,Rimborso spese,IVA,"€ 657,48",
202310,Agenzia delle Entrate,Trattenuta sindacale,INAIL,775.87,2551.77
Rata 2024,Agenzia delle Entrate,Anticipo TFR,add_reg,639.18,2366.06
202409,Agenzia delle Entrate,Premio produttivita,add_com,452.32,2695.24
202299,Ministero dell'Economia,Indennita di funzione,IVA,585.24,2469.48
Rata 2024,Agenzia delle Entrate,Buoni pasto,INAIL,981.54,4110.3
11/2025,Ministero dell'Economia,Anticipo TFR,IRES,N.D.,7031.79
Rata 2025,INAIL,Straordinario,ADD_COM,992.03,2690.64
202308,INAIL,Buoni pasto,ADD_REG,986.94,3574.31
202208,Regione Lazio,Premio produttivita,ADD_COM,1234.47,5635.91
202309,Agenzia delle Entrate,Straordinario,IVA,"€ 289,46",1722.89
Rata 2023,Ministero dell'Economia,Buoni pasto,IRAP,"486,59",
ago-2023,INPS,Buoni pasto,ADD_REG,123.36,469.77
202301,Comune di Roma,Indennita di funzione,INAIL,556.97,3131.47
202311,Comune di Roma,Indennita di funzione,IRES,1498.29,7344.8
202203,Agenzia delle Entrate,Buoni pasto,INPS,527.50,2350.08
feb-2023,INAIL,Indennita di funzione,n.c.,N.D.,3926.88
202306,Comune di Milano,Anticipo TFR x,IVA,"174,38",479.34
202202,Regione Lazio,Buoni pasto,IRAP,716.58,2505.77
202505,Regione Lazio,Rimborso spese,IRES,N.D.,1690.29
202401,Comune di Roma,Trattenuta sindacale,IVA,342.30,1791.57
Rata 2025,Regione Lazio,Straordinario,IRES,590.13,2881.49
202402,INAIL,Trattenuta sindacale,irap,994.35,5310.62
202210,Comune di Milano,Rimborso spese,IRES,760.95,2042.64
202507,INPS,Trattenuta sindacale,IVA,"€ 1.274,28",4128.51
202312,INPS,Straordinario,INAIL,1362.17,6911.93
202406,INPS,Indennita di funzione,IVA,748.74,1987.3
03/2023,Agenzia delle Entrate,Buoni pasto,IRES,1473.50,3805.2
202308,INAIL,Rimborso spese,ADD_REG,"154,43",545.48
202312,Agenzia delle Entrate,Buoni pasto,n.c.,"450,69",1237.48
07/2023,INAIL,Straordinario,inps,"€ 654,23",1514.94
202413,Agenzia delle Entrate,Indennita di funzione,INPS,894.92,2909.47
202404,INPS,Trattenuta sindacale,INPS,841.60,4630.82
12/25,INAIL,Straordinario,IVA,873.57,1944.68
202207,INAIL,Indennita di funzione,n.c.,1349.56,5755.09
202512,Regione Lazio,Anticipo TFR,ADD_REG,"452,47",1923.91
202407,Agenzia delle Entrate,Straordinario,ADD_COM,1234.44,5090.04
202501,non disponibile,Straordinario,IVA,"€ 859,10",3455.33
202411,Comune di Milano,Buoni pasto,IRAP,761.21,1574.9
Rata 2024,Ministero dell'Economia,Premio produttivita,IRPEF,"€ 484,15",1060.19
202500,INAIL,Trattenuta sindacale,iva,490.90,1985.61
202412,Agenzia delle Entrate,Rimborso spese,ADD_COM,"€ 613,30",3602.06
202303,Comune di Milano,Stipendio base,irap,1157.09,4202.44
202411,Agenzia delle Entrate,Buoni pasto x,ADD_REG,"741,26",2882.99
202203,Ministero dell'Economia,Stipendio base,ADD_REG,273.06,1618.77
2023-12,Comune di Milano,Indennita di funzione,INAIL,"€ 1.151,80",5893.13
202403,Comune di Roma,Buoni pasto,Inps,1011.90,5140.9
202207,Comune di Roma,Indennita di funzione,ADD_REG,1426.40,5732.62
202410,INAIL,Stipendio base,IRPEF,-817.65,4572.01
2024-01,Regione Lazio,Indennita di funzione,IRES,N.D.,4319.99
202301,Ministero della Salute,Premio produttivita,IRES,745.03,3447.1
202211,Comune di Roma,Buoni pasto,ADD_REG,1037.13,5341.45
202401,Ministero della Salute,Trattenuta sindacale,Iva,682.37,2474.51
08/2025,INAIL,Anticipo TFR,IRES,"249,89",
202412,Comune di Roma,Trattenuta sindacale,n.c.,1480.69,8813.11
202308,Comune di Roma,Anticipo TFR,IVA,-1094.53,4759.62
202406,Comune di Roma,Straordinario,IVA,"932,51",2693.3
202306,Ministero della Salute,Stipendio base,IRES,748.06,3814.81
202308,INPS,Stipendio base,IRPEF,1081.57,3556.8
07/24,Regione Lazio,Straordinario,ADD_REG,N.D.,1007.39
202207,Comune di Milano,Indennita di funzione,ADD_REG,522.86,1227.06
202599,Comune di Milano,Indennita di funzione,IRES,230.81,1207.04
202408,Agenzia delle Entrate,Trattenuta sindacale,IVA,232.74,1358.35
202209,Ministero dell'Economia,Anticipo TFR,Irap,"€ 80,95",192.41
09/23,INAIL,Indennita di funzione,IVA,1146.05,5645.9
202201,Regione Lazio,Indennita di funzione,IRPEF,379.60,2066.3
202409,Ministero della Salute,Anticipo TFR x,ADD_COM,1256.41,3063.16
202209,Regione Lazio,Indennita di funzione,INAIL,"€ 1.361,43",4066.84
202303,INPS,Premio produttivita,ADD_COM,294.42,1050.34
202411,Ministero della Salute,Buoni pasto,IRAP,1077.85,5763.31
202507,Regione Lazio,Anticipo TFR,ADD_REG,717.44,2850.91
Rata 2025,,Buoni pasto,INPS,1382.49,3522.38
202509,INPS,Buoni pasto,IRES,752.40,
07/24,Regione Lazio,Indennita di funzione,IRAP,599.37,2319.27
apr-2022,Agenzia delle Entrate,Buoni pasto,ADD_REG,477.12,1029.18
202504,INPS,Rimborso spese,ADD_REG,N.D.,6153.76
202512,INAIL,Anticipo TFR,INAIL,N.D.,794.2
mag-2023,Comune di Roma,Stipendio base,Ires,1250.19,6405.33
202202,,Indennita di funzione,INAIL,331.57,1636.43
202409,Ministero della Salute,Stipendio base,ADD_COM,982.93,5368.53
202201,  ,Premio produttivita,IRPEF,704.05,1852.25
202205,INAIL,Stipendio base x,n.c.,201.68,889.48
202512,Comune di Roma,Anticipo TFR,IRPEF,232.60,1191.87
202303,Regione Lazio,Straordinario,IRPEF,458.19,1861.62
202205,INPS,Straordinario,ADD_COM,1161.64,2931.07
202403,Ministero dell'Economia,Anticipo TFR,Ires,"1.106,96",2651.95
lug-2023,Agenzia delle Entrate,Rimborso spese,IRES,347.42,1536.84
202406,INPS,Buoni pasto,IRPEF,740.49,579901.52
202508,INPS,Anticipo TFR,ADD_COM,190.63,1090.07
202212,Ministero della Salute,Premio produttivita,n.c.,1088.12,5805.52
feb-2024,INPS,Rimborso spese,n.c.,1200.29,5875.42
202509,N.D.,Straordinario,Irap,1345.59,7978.79
02/2023,Ministero dell'Economia,Anticipo TFR,Inail,1334.33,6376.02
202503,Agenzia delle Entrate,Rimborso spese,add_com,"539,94",1279.36
202312,Agenzia delle Entrate,Anticipo TFR,INAIL,419.07,968.16
202311,INAIL,Anticipo TFR,INPS,N.D.,7105.96
202508,Ministero dell'Economia,Buoni pasto,IRES,261.71,901.02
2024-05,INAIL,Straordinario,IRES,136.05,775.1
03/2025,Regione Lazio,Anticipo TFR,INPS,"€ 505,65",1250.47
202511,Comune di Roma,Anticipo TFR,IVA,"€ 1.152,44",3221.24
202410,Comune di Milano,Stipendio base,IRPEF,1056.59,5380.86
202203,INPS,Rimborso spese,IRES,1481.23,7983.68
08/2023,INAIL,Buoni pasto,IVA,"€ 571,32",
202508,Comune di Roma,Rimborso spese,IRES,449.98,1078.4
2024-06,INAIL,Anticipo TFR,n.c.,598.40,2110.68
202312,Agenzia delle Entrate,Straordinario,IRAP,"€ 1.184,27",5430.52
2023-02,Ministero della Salute,Anticipo TFR,IRAP,360.73,2047.21
202504,Regione Lazio,Rimborso spese,IRPEF,1424.23,4210.11
2022-02,INPS,Stipendio base,INPS,N.D.,3491.17
202209,Ministero dell'Economia,Buoni pasto,IRES,1185.56,3051.72
2025-08,Ministero dell'Economia,Indennita di funzione,INAIL,1249.53,6234.05
202312,Ministero dell'Economia,Anticipo TFR,ADD_COM,744.28,1868.22
Rata 2025,Regione Lazio,Premio produttivita,ADD_COM,1124.99,6749.86
202402,Ministero dell'Economia,Anticipo TFR,INAIL,578.81,1371.24
202506,n.a.,Buoni pasto,ADD_REG,1225.85,5812.18
2024-02,Ministero della Salute,Trattenuta sindacale,ADD_COM,1244.66,6357.92
202509,Ministero dell'Economia,Trattenuta sindacale,INAIL,N.D.,2640.84
giu-2025,Comune di Roma,Anticipo TFR,IRAP,366.31,1106.01
202211,INPS,Indennita di funzione,Inps,1456.82,6387.56
202505,INAIL,Anticipo TFR,ADD_REG,1423.12,6435.2
202404,Comune di Roma,Trattenuta sindacale,INAIL,"€ 948,74",4631.85
202201,Regione Lazio,Buoni pasto,IRAP,1476.63,6380.78
202205,INPS,Rimborso spese,IRES,-779.05,2101.77
06/2023,INPS,Stipendio base,IRES,594.45,3386.33
202210,Ministero della Salute,Indennita di funzione,IVA,717.73,1913.79
202310,INPS,Indennita di funzione x,ADD_REG,"€ 116,57",496.7
2025-02,INPS,Premio produttivita,INPS,846.23,4806.6
202304,Agenzia delle Entrate,Stipendio base,IRPEF,1016.04,5742.53
202207,Regione Lazio,Buoni pasto,add_com,208.80,557.84
05/2023,Comune di Milano,Stipendio base,IVA,420.62,1242.68
202299,INAIL,Premio produttivita,IVA,1095.72,4829.28
202511,INPS,Anticipo TFR,ADD_REG,1200.71,4020.77
09/2022,Regione Lazio,Trattenuta sindacale,IVA,"1.479,51",7284.42
202513,Agenzia delle Entrate,Indennita di funzione,INPS,417.17,1706.07
feb-2023,Comune di Milano,Trattenuta sindacale,ADD_COM,1270.09,3892.01
2022-11,Agenzia delle Entrate,Rimborso spese,INPS,299.55,1091.61
202401,Ministero dell'Economia,Rimborso spese,INPS,239.77,1142.37
06/2023,INAIL,Rimborso spese,IRAP,"1.107,35",5692.41
202510,Regione Lazio,Buoni pasto,ADD_COM,696.51,2422.63
202412,Regione Lazio,Rimborso spese,IRPEF,"€ 1.201,19",2906.81
04/24,Ministero della Salute,Indennita di funzione,IRAP,"€ 459,72",
apr-2023,Regione Lazio,Indennita di funzione,ADD_COM,359.13,
202203,Ministero dell'Economia,Anticipo TFR,IVA,845.76,4262.06
202202,INAIL,Buoni pasto,IRES,"217,20",1198.65
2023-05,Agenzia delle Entrate,Premio produttivita,IVA,454.19,2656.0
202311,Comune di Milano,Rimborso spese x,IRAP,291.04,1198.34
2025-09,INPS,Trattenuta sindacale,INPS,"€ 514,07",2838.09
202306,INPS,Buoni pasto,IRES,1159.97,3535.95
202504,Ministero dell'Economia,Rimborso spese,iva,225.08,954.03
202202,Ministero dell'Economia,Indennita di funzione,ADD_COM,937.21,3896.49
2023-04,Comune di Roma,Trattenuta sindacale,IRPEF,"897,91",4556.69
202502,Ministero dell'Economia,Rimborso spese,ADD_REG,830.29,4228.24
202200,Regione Lazio,Stipendio base,IRPEF,752.16,2362.81
202309,Regione Lazio,Stipendio base,IVA,"1.012,60",5613.29
202502,Regione Lazio,Indennita di funzione,n.c.,"1.285,13",7153.0
01/23,Ministero dell'Economia,Buoni pasto,ADD_COM,284.95,1650.71
202507,INAIL,Indennita di funzione,IRAP,"€ 1.230,49",4713.49
202404,INAIL,Trattenuta sindacale x,IRPEF,139.14,827.84
202506,Regione Lazio,Indennita di funzione,ADD_REG,749.08,3850.01
202502,Ministero dell'Economia,Straordinario,ADD_COM,791.63,3651.59
202503,Comune di Milano,Stipendio base,Inps,336.50,1254.82
202206,Agenzia delle Entrate,Premio produttivita,IRPEF,180.03,966.71
202409,Agenzia delle Entrate,Trattenuta sindacale,INPS,158.62,802.07
202205,Ministero della Salute,Indennita di funzione,IVA,103.99,451.55
202207,INPS,Buoni pasto,IVA,881.71,5280.19
2023-07,INAIL,Anticipo TFR,IRPEF,275.44,825.73
mag-2024,Regione Lazio,Premio produttivita,IRAP,1222.62,5583.73
202304,Comune di Milano,Anticipo TFR,ADD_COM,1353.48,4445.52
202506,Regione Lazio,Trattenuta sindacale,IRPEF,"473,99",1816.03
202301,Ministero dell'Economia,Straordinario,ADD_COM,288.48,968.08
2024-09,Regione Lazio,Straordinario,INPS,643.94,2149.61
Rata 2025,Ministero dell'Economia,Straordinario,Inps,1328.28,4658.68
04/23,Ministero dell'Economia,Anticipo TFR,ADD_COM,"629,74",1402.25
202205,Regione Lazio,Indennita di funzione,IRES,207.09,447.2
202404,Regione Lazio,Premio produttivita,ADD_COM,1477.77,7240.61
apr-2022,INAIL,Anticipo TFR,IRAP,774.53,2512.29
202410,Regione Lazio,Premio produttivita,IRAP,546.44,1139.25
02/2023,INAIL,Rimborso spese,IVA,N.D.,
202505,INPS,Premio produttivita,INPS,"€ 1.394,74",3882.12
202501,Comune di Roma,Stipendio base,IRAP,770.37,
2025-06,INAIL,Premio produttivita,ADD_REG,"494,74",2861.87
202503,Comune di Milano,Buoni pasto,IRPEF,749.82,3204.31
202305,Regione Lazio,Anticipo TFR,INAIL,367.96,1315.86
202406,Ministero dell'Economia,Stipendio base,INAIL,"743,45",3071.08
202204,Ministero della Salute,Anticipo TFR,INPS,382.68,938.06
202405,Regione Lazio,Buoni pasto,INPS,952.19,4577.54
202210,Comune di Roma,Stipendio base,INAIL,1151.84,6770.93
202410,Regione Lazio,Buoni pasto,ADD_COM,"€ 1.455,67",3672.11
202501,Ministero dell'Economia,Stipendio base,IRES,"1.271,73",3319.72
202405,Comune di Roma,Stipendio base,IVA,174.90,789.61
202511,Agenzia delle Entrate,Buoni pasto,INPS,"356,71",930.2
202207,Regione Lazio,Premio produttivita,IRAP,820.95,2055.83
03/2025,INAIL,Stipendio base,ADD_COM,423.51,1982.85
202408,INAIL,Straordinario,INPS,70.83,316.94
2024-02,INPS,Trattenuta sindacale,INPS,1144.45,3285.66
2025-01,Ministero dell'Economia,Buoni pasto,IRES,"568,77",3010.34
202408,Regione Lazio,Stipendio base,IVA,145.85,353.1
giu-2023,Ministero della Salute,Rimborso spese,INAIL,787.81,2623.64
202410,Comune di Roma,Trattenuta sindacale,IVA,1466.95,7269.43
202405,Ministero della Salute,Anticipo TFR,ADD_REG,N.D.,4606.56
202511,Comune di Milano,Straordinario,IRES,"280,21",1233.0
202306,Ministero dell'Economia,Trattenuta sindacale,IRES,795.73,3775.82
202409,Regione Lazio,Stipendio base,IRAP,"1.357,50",6225.29
2024-02,Ministero della Salute,Anticipo TFR,IRAP,128.65,707.2
202202,Regione Lazio,Premio produttivita,Add_Reg,974.95,4167.98
202210,Agenzia delle Entrate,Straordinario,n.c.,1095.85,3950.69
202211,Ministero della Salute,Trattenuta sindacale,Iva,1070.82,5423.02
feb-2024,Ministero dell'Economia,Premio produttivita,INPS,267.75,813.15
202304,INPS,Straordinario,IRAP,"1.365,55",6880.14
202501,Agenzia delle Entrate,Indennita di funzione,Inps,517.29,1613.91
202412,Comune di Roma,Indennita di funzione,INAIL,125.03,490.31
2022-08,INAIL,Rimborso spese,INAIL,170.67,845.97
03/2022,Ministero della Salute,Indennita di funzione,ADD_COM,713.49,3218.29
10/24,INAIL,Stipendio base,INPS,107.97,252.95
202511,Ministero dell'Economia,Indennita di funzione,Irap,1180.35,4469.09
2022-04,Agenzia delle Entrate,Anticipo TFR,IRPEF,"€ 1.305,44",6850.19
202213,Ministero dell'Economia,Premio produttivita,INAIL,69.39,415.44
202210,Ministero della Salute,Anticipo TFR x,ADD_REG,1224.52,4735.45
202307,Comune di Milano,Straordinario,INPS,1472.75,3451.69
202508,Ministero dell'Economia,Trattenuta sindacale,ADD_COM,94.03,325.79
04/25,Comune di Milano,Trattenuta sindacale,IRAP,1101.20,4360.41
202312,Ministero della Salute,Buoni pasto,IRPEF,1498.69,3437.57
202212,Ministero dell'Economia,Stipendio base,INAIL,1205.82,6580.2
202312,INAIL,Buoni pasto,IRPEF,782.77,3252.54
Rata 2024,INAIL,Stipendio base,IRPEF,1332.99,4884.69
202301,INAIL,Straordinario,INAIL,"€ 1.076,50",3863.28
202405,Ministero della Salute,Straordinario,IVA,"€ 474,05",1001.78
202506,Comune di Milano,Rimborso spese,INPS,375.26,1529.37
202212,Comune di Roma,Anticipo TFR,INAIL,793.19,3095.27
202307,Comune di Roma,Rimborso spese,IVA,590.84,1999.13
2022-07,Comune di Milano,Trattenuta sindacale,INPS,"527,73",2445.88
202402,Regione Lazio,Buoni pasto,INPS,"€ 307,99",1122.36
202310,Comune di Milano,Buoni pasto,INPS,1275.66,1064775.92
202305,Comune di Roma,Indennita di funzione,INAIL,1072.27,5940.56
2022-02,INAIL,Anticipo TFR,Iva,530.42,1832.89
gen-2022,INAIL,Anticipo TFR x,INPS,394.62,1417.35
03/2023,Comune di Roma,Indennita di funzione x,INPS,235.80,1288.32
202401,Ministero della Salute,Stipendio base,IRES,213.14,731.58
202201,Regione Lazio,Indennita di funzione,IRES,"€ 956,94",3595.66
202206,Comune di Roma,Rimborso spese,IRPEF,207.78,1081.13
2023-02,N/A,Stipendio base,IRES,1442.31,6299.24
202411,Comune di Milano,Stipendio base,IVA,454.75,2608.24
202307,Ministero dell'Economia,Rimborso spese,ADD_COM,87.42,
202304,Ministero della Salute,Indennita di funzione,ADD_COM,N.D.,5052.68
mar-2022,Ministero dell'Economia,Stipendio base,ADD_REG,"583,00",1266.11
202406,Comune di Milano,Stipendio base,INPS,547.30,1526.54
202500,Comune di Roma,Rimborso spese,IRES,222.00,923.52
202512,non disponibile,Straordinario,IRAP,1007.61,2769.36
202404,INAIL,Straordinario,ADD_REG,570.25,2175.12
202406,Ministero della Salute,Rimborso spese,ADD_COM,"1.243,34",3895.72
202301,non disponibile,Indennita di funzione,ADD_COM,964.40,2009.09
2022-02,Regione Lazio,Buoni pasto,IVA,1325.87,5171.47
202303,Comune di Roma,Trattenuta sindacale,IVA,"952,71",4368.25
202401,Comune di Milano,Rimborso spese,inps,1179.95,3956.3
202409,Comune di Milano,Buoni pasto,IRPEF,1059.98,5412.37
202512,N/A,Rimborso spese,IRPEF,720.76,
2025-12,INPS,Indennita di funzione,IRPEF,N.D.,2480.07
2022-04,Ministero dell'Economia,Indennita di funzione,n.c.,"1.012,24",5809.62
202210,Ministero dell'Economia,Buoni pasto,ires,59.72,339.61
07/24,Comune di Roma,Stipendio base,INAIL,1063.03,3854.73
202501,  ,Trattenuta sindacale,IVA,430.13,1582.76
202513,Ministero dell'Economia,Rimborso spese,ADD_REG,835.64,4515.92
202207,Comune di Milano,Premio produttivita,irpef,211.43,871.53
2022-06,Comune di Milano,Rimborso spese,IRAP,"83,38",
202401,n.a.,Anticipo TFR,IRES,71.92,176.89
2024-12,INPS,Buoni pasto,n.c.,279.38,705.3
Rata 2025,INAIL,Trattenuta sindacale,INPS,"78,84",403.9
202507,Agenzia delle Entrate,Indennita di funzione,IRES,"241,98",1066.55
202212,Regione Lazio,Rimborso spese,INAIL,860.80,2753.75
202212,INAIL,Premio produttivita,ADD_COM,630.40,1669.48
12/25,  ,Straordinario,IRPEF,1472.08,3671.15
202404,Comune di Milano,Stipendio base,IRPEF,"€ 1.222,61",6070.93
202511,Ministero dell'Economia,Stipendio base,ADD_COM,262.82,1456.93
202407,Agenzia delle Entrate,Rimborso spese,INAIL,"654,34",2698.7
202409,Ministero dell'Economia,Rimborso spese,Add_Com,-674.91,3435.86
11/23,  ,Stipendio base,INAIL,575.07,1801.41
202202,INPS,Stipendio base,INAIL,768.61,3337.81
2025-06,Ministero della Salute,Rimborso spese,IRES,1021.32,3832.15
202502,Regione Lazio,Trattenuta sindacale,INPS,979.29,
2022-04,Comune di Roma,Trattenuta sindacale,IRAP,567.79,2242.47
202405,Comune di Milano,Straordinario,ADD_REG,1072.32,5776.75
202311,Regione Lazio,Rimborso spese,IRPEF,469.75,1036.8
11/25,Ministero della Salute,Rimborso spese,IRPEF,1261.43,4930.2
05/2025,INPS,Stipendio base,INPS,1448.34,7955.81
202504,Comune di Milano,Stipendio base,ADD_COM,477.37,2463.37
202207,Comune di Milano,Buoni pasto,ADD_COM,1187.80,4720.08
202311,INPS,Buoni pasto,INPS,1229.47,3301.59
202512,Ministero della Salute,Indennita di funzione,n.c.,761.61,4108.2
202503,Comune di Milano,Indennita di funzione,Irap,177.23,
202203,INAIL,Rimborso spese,ADD_COM,"€ 1.189,96",3697.54
202513,Comune di Milano,Trattenuta sindacale,IRES,640.84,1600.24
202304,Ministero dell'Economia,Stipendio base,IRES,351.70,1349.13
202403,Comune di Roma,Buoni pasto,INPS,958.64,4329.98
202201,INAIL,Stipendio base,IVA,683.56,3628.66
202405,INPS,Indennita di funzione,IVA,176.98,680.55
202405,INPS,Rimborso spese,ADD_COM,"€ 1.476,33",8685.07
202407,Comune di Roma,Indennita di funzione,Irap,N.D.,
202503,INPS,Stipendio base,ADD_COM,"€ 790,90",3493.91
202509,Comune di Milano,Anticipo TFR,IRES,"1.017,57",2748.61
202509,INPS,Indennita di funzione,irap,"216,88",598.69
2024-06,INAIL,Buoni pasto x,IRPEF,1122.14,4832.5
202503,Ministero della Salute,Premio produttivita,INAIL,"€ 990,02",
202407,INAIL,Anticipo TFR,ADD_REG,765.94,2159.05
202409,Agenzia delle Entrate,Premio produttivita,ADD_COM,"816,08",3212.15
05/23,Agenzia delle Entrate,Straordinario,IRES,1434.45,4912.7
202504,INPS,Premio produttivita,ADD_REG,1370.80,5147.43
202207,Ministero della Salute,Stipendio base,IRES,"212,38",
2024-05,Agenzia delle Entrate,Straordinario,inail,584.69,1498.5
202305,Ministero della Salute,Indennita di funzione,INAIL,799.32,2623.37
mag-2025,Comune di Roma,Buoni pasto,IRES,1383.96,7578.1
202204,Ministero dell'Economia,Anticipo TFR,IRPEF,N.D.,
202409,Ministero della Salute,Premio produttivita,IRPEF,610.40,1469.0
2022-06,sconosciuto,Anticipo TFR,n.c.,1335.01,3138.92
2025-06,Comune di Roma,Indennita di funzione,INPS,598.33,2376.45
202508,Comune di Milano,Premio produttivita,IRPEF,"€ 443,23",1378.24
202299,Comune di Milano,Rimborso spese x,INPS,"€ 934,34",4946.12
may-2025,Agenzia delle Entrate,Trattenuta sindacale,ADD_REG,566.06,2232.95
202311,Regione Lazio,Stipendio base,IRES,952.49,5153.76
01/2025,,Stipendio base,INPS,"644,04",1566.82
202407,INPS,Anticipo TFR,IRAP,1203.87,7079.13
202204,Comune di Milano,Straordinario,Irap,1433.75,7266.83
202203,INPS,Rimborso spese,IVA,"€ 441,95",2177.71
202301,INAIL,Anticipo TFR,IRAP,"€ 789,51",4548.26
202211,Agenzia delle Entrate,Trattenuta sindacale,IVA,1100.43,4271.0
202206,Ministero dell'Economia,Indennita di funzione,IRES,279.85,726.37
ago-2025,Comune di Roma,Trattenuta sindacale,IVA,1204.06,4801.31
202509,Regione Lazio,Indennita di funzione,INPS,895.31,4710.13
202301,Comune di Milano,Indennita di funzione,IVA,"€ 267,12",1452.64
apr-2022,Comune di Roma,Premio produttivita,INAIL,1308.93,
2022-06,Comune di Roma,Straordinario,Irpef,668.72,3296.26
202507,Ministero dell'Economia,Rimborso spese,IRES,306.10,914.57
202302,Ministero della Salute,Rimborso spese,Add_Reg,333.32,974.02
202212,INPS,Buoni pasto,IVA,1188.98,5166.16
202303,Ministero dell'Economia,Buoni pasto,INPS,1406.79,5186.84
202309,INPS,Indennita di funzione,INAIL,598.46,1582.45
202409,Comune di Roma,Buoni pasto,IRES,"164,30",828.97
202305,INPS,Premio produttivita,ADD_COM,196.19,
202502,Comune di Roma,Indennita di funzione,IVA,998.99,4077.45
202404,INPS,Indennita di funzione,Add_Com,587.59,1620.13
202510,Regione Lazio,Rimborso spese x,IVA,"667,89",1980.0
2023-11,INPS,Anticipo TFR,IVA,538.72,2570.14
202412,Ministero dell'Economia,Trattenuta sindacale x,INPS,725.03,3920.68
202303,INPS,Premio produttivita,IRES,983.15,2663.2
jan-2024,Comune di Roma,Indennita di funzione,INPS,834.65,4381.4
202402,Comune di Roma,Buoni pasto,ADD_COM,"288,15",1484.66
202309,Ministero dell'Economia,Anticipo TFR,INAIL,762.37,4009.8
202505,INAIL,Trattenuta sindacale,IRPEF,717.89,3106.29
2025-09,Agenzia delle Entrate,Buoni pasto,INAIL,841.32,2866.69
202509,INAIL,Indennita di funzione,IRPEF,"210,47",1070.05
202212,Regione Lazio,Buoni pasto,IRPEF,N.D.,1068.57
06/2024,Ministero della Salute,Buoni pasto x,IRAP,818.85,2364.39
202205,Comune di Roma,Anticipo TFR,IRAP,"€ 449,38",1622.06
07/24,Comune di Milano,Indennita di funzione,n.c.,962.10,3685.68
202502,Ministero della Salute,Straordinario,IRPEF,590.49,2374.59
