_id,periodo,cod_comparto,comparto,cod_regione_origine,regione_origine,cod_regione_destinazione,regione_destinazione,trasferimenti_in,trasferimenti_out,saldo,tipologia,data_aggiornamento,note,fonte,Cod Comparto,trasferimenti in
f103e276a016e4e2278cd4e6,202308,5,SICUREZZA-DIFESA,03,LOMBARDIA,13,ABRUZZO,4,11,-7,Passaggio diretto,2024-10-29,,,5,4
fb8736391a5cf28a7e169d39,202403,6,VIGILI DEL FUOCO E SOCCORSO PUBBLICO,07,LIGURIA,12,LAZIO,6,3,3,Passaggio diretto,2025-01-19,,,6,6
4d4883069ec894652b6710e7,202311,6,VIGILI DEL FUOCO E SOCCORSO PUBBLICO,09,TOSCANA,18,CALABRIA,6,9,-3,Distacco,2024-10-20,,,6,6
d4cbd68992abf877e6caa58d,202411,3,ISTRUZIONE E RICERCA,5,VENETO,18,CALABRIA,14,7,7,Assegnazione temporanea,2025-04-15,,,3,14
546c9a39ba4432516b1861a0,202403,2,FUNZIONI LOCALI,17,BASILICATA,17,BASILICATA,13,7,6,Comando,14/12/2024,,,2,13
bb64b4c2f304caa65bd5dae8,202402,4,SANITA',06,FRIULI-VENEZIA GIULIA,15,CAMPANIA,9,6,3,Mobilita' volontaria,2024-09-15,,,4,9
da9ccdd070bc28797e8e4fb9,202401,5,SICUREZZA-DIFESA,17,BASILICATA,05,VENETO,3,8,-5,Trasferimento d'ufficio,2025-04-21,,,5,3
1a5d4536447b7fdbc39ea0c5,202312,5,SICUREZZA-DIFESA,10,UMBRIA,16,PUGLIA,10,11,-1,Assegnazione temporanea,2024-11-16,,,5,10
65f4763690158c3e2366719c,202409,3,ISTRUZIONE E RICERCA,20,SARDEGNA,06,FRIULI-VENEZIA GIULIA,12,4,8,Mobilita' volontaria,05/08/2025,,,3,12
c63036491045df09b0458c05,202307,5,SICUREZZA-DIFESA,15,CAMPANIA,01,PIEMONTE,9,5,4,Comando,2024-12-23,,,5,9
3210697d5e288b4e24c058b6,202308,5,SICUREZZA-DIFESA,08,EMILIA-ROMAGNA,02,VALLE D'AOSTA,10,8,2,Passaggio diretto,2025-08-21,,,5,10
88c5f912697a2b42af9bb3a2,202312,2,FUNZIONI LOCALI,04,TRENTINO-ALTO ADIGE,07,LIGURIA,8,9,-1,Assegnazione temporanea,2024-12-01,,,2,8
04fee8b035b199ce65d5b7eb,202303,4,SANITA',01,PIEMONTE,13,ABRUZZO,7,5,2,Distacco,2024-11-27,,,4,7
a0487dbf57f41b0293e42c86,202302,1,FUNZIONI CENTRALI,04,TRENTINO-ALTO ADIGE,15,CAMPANIA,6,8,-2,Distacco,2025-02-16,,,1,6
9a217980dd92d7be0dcb05e0,202406,6,VIGILI DEL FUOCO E SOCCORSO PUBBLICO,19,SICILIA,05,VENETO,10,6,4,Passaggio diretto,2025-07-08,,,6,10
77ef5584277e2e973738b35f,202310,6,VIGILI DEL FUOCO E SOCCORSO PUBBLICO,12,LAZIO,19,SICILIA,7,8,-1,Mobilita' volontaria,2024-12-15,,,6,7
5a28d13c628d9a7715df3a11,202409,5,SICUREZZA-DIFESA,06,FRIULI-VENEZIA GIULIA,04,TRENTINO-ALTO ADIGE,8,7,1,Distacco,2025-06-03,,,5,8
50fb3f490e31eb4b7ce81875,202406,1,FUNZIONI CENTRALI,15,CAMPANIA,15,CAMPANIA,10,7,3,Mobilita' volontaria,11/05/2025,,,1,10
991da5271d744b6371d48eb3,202411,3,ISTRUZIONE E RICERCA,04,TRENTINO-ALTO ADIGE,10,UMBRIA,10,8,2,Assegnazione temporanea,2025-02-01,,,3,10
cba38bea7d058973079547d5,202409,2,FUNZIONI LOCALI,04,TRENTINO-ALTO ADIGE,04,TRENTINO-ALTO ADIGE,6,6,0,Passaggio diretto,2024-12-30,,,2,6
d708ae699455b3a545464b23,202304,1,FUNZIONI CENTRALI,10,UMBRIA,01,PIEMONTE,9,10,-1,Trasferimento d'ufficio,2025-09-14,,,1,9
68642f8e9e3fd7eacdc8df8e,2024-03,4,SANITA',10,UMBRIA,10,UMBRIA,10,7,3,Distacco,2025-09-11,,,4,10
053510dc74b27876865340c5,202301,3,ISTRUZIONE E RICERCA,14,MOLISE,03,LOMBARDIA,7,4,3,Trasferimento d'ufficio,2025-01-21,,,3,7
eacd4d136a8aabbe7b9e0e77,202407,6,VIGILI DEL FUOCO E SOCCORSO PUBBLICO,17,BASILICATA,07,LIGURIA,7,10,-3,Comando,2024-10-06,,,6,7
f10d9188ea4d17cf09835578,202407,2,FUNZIONI LOCALI,02,VALLE D'AOSTA,15,CAMPANIA,"7,0",9,-2,Assegnazione temporanea,2025-02-27,,,2,7
e9b48f9a0a02bb4bbca2b8f2,202403,5,SICUREZZA-DIFESA,20,SARDEGNA,18,CALABRIA,7,7,0,Comando,2025-04-15,,,5,7
dc7e2ed40781cd422a76bb2a,202401,4,SANITA',20,SARDEGNA,07,LIGURIA,9,6,-2,Mobilita' volontaria,2025-06-08,,,4,9
17ce008adbc800fe3bb7cb0b,202311,1,FUNZIONI CENTRALI,15,CAMPANIA,,SARDEGNA,7,10,-3,Distacco,2025-07-22,,,1,7
474190a0f3a65b2a054dfa1b,202408,6,VIGILI DEL FUOCO E SOCCORSO PUBBLICO,20,SARDEGNA,02,VALLE D'AOSTA,7,6,1,Mobilita' volontaria,02/10/2024,,,6,7
eaa4bd1f89549466391b5383,202308,4,SANITA',02,VALLE D'AOSTA,10,UMBRIA,9,5,4,Assegnazione temporanea,2025-02-10,,,4,9
8d5ead30185c44dc3fd9aed0,202410,3,ISTRUZIONE E RICERCA,01,PIEMONTE,04,TRENTINO-ALTO ADIGE,9,4,5,Distacco,2024-10-04,,,3,9
d77e61fd5e6c9ea45bd99665,202304,1,FUNZIONI CENTRALI,17,BASILICATA,02,VALLE D'AOSTA,6,4,2,Passaggio diretto,2025-02-09,,,1,6
2e45f48adb8634b28b7f0dce,202303,6,VIGILI DEL FUOCO E SOCCORSO PUBBLICO,02,VALLE D'AOSTA,06,FRIULI-VENEZIA GIULIA,8,7,1,Distacco,2025-03-16,,,6,8
b8b0d77fa7603e4a76481248,202301,1,FUNZIONI CENTRALI,16,PUGLIA,03,LOMBARDIA,6,11,-5,Trasferimento d'ufficio,2025-07-11,,,1,6
603c41998f8bc1d1f1760046,202409,5,SICUREZZA-DIFESA,20,SARDEGNA,18,CALABRIA,5,3,2,Comando,2025-01-23,,,5,5
908203de947891d2103ee6d9,202307,2,FUNZIONI LOCALI,02,VALLE D'AOSTA,04,TRENTINO-ALTO ADIGE,9,6,3,Mobilita' volontaria,04/10/2025,,,2,9
9cf5d9790432c6927b8f3380,202302,4,SANITA',10,UMBRIA,17,BASILICATA,11,9,-27,Assegnazione temporanea,2024-09-14,,,4,11
fa88084f7f8db2cc94da7b32,202311,2,FUNZIONI LOCALI,07,LIGURIA,02,VALLE D'AOSTA,6,6,0,Passaggio diretto,2025-09-25,,,2,6
bffbd85e9f9424d9ed8fe865,202311,5,SICUREZZA-DIFESA,08,EMILIA-ROMAGNA,20,SARDEGNA,12,7,5,Passaggio diretto,2024-11-12,in verifica,,5,12
01d91de14d8b807acf97bb18,202302,3,ISTRUZIONE E RICERCA,01,PIEMONTE,03,LOMBARDIA,8,6,2,Comando,25/07/2025,,,3,8
8ab607f8cbabbd785e29e83e,202309,5,SICUREZZA-DIFESA,16,PUGLIA,03,LOMBARDIA,5,9,-4,Passaggio diretto,2025-08-10,,,5,5
c6dc984e6f1cd817a08bb3e1,202411,2,FUNZIONI LOCALI,15,CAMPANIA,11,MARCHE,11,9,2,Trasferimento d'ufficio,2025-05-09,,,2,11
180557d01935ca7c88b1309b,202411,3,ISTRUZIONE E RICERCA,13,ABRUZZO,05,-,7,8,-1,Distacco,2025-04-17,,,3,7
545e1c7a51d38d2886880018,202311,1,FUNZIONI CENTRALI,08,EMILIA-ROMAGNA,02,VALLE D'AOSTA,8,5,3,Assegnazione temporanea,2024-10-21,,,1,8
3f84cf68c7dc94a5a393dc20,202306,6,VIGILI DEL FUOCO E SOCCORSO PUBBLICO,13,ABRUZZO,08,NULL,16,8,8,Comando,2025-03-10,,,6,16
80436b179a05811a7220657b,202410,5,SICUREZZA-DIFESA,09,TOSCANA,04,TRENTINO-ALTO ADIGE,11,8,3,Passaggio diretto,2025-01-29,,,5,11
98ffe4caf21ca554c283cb88,202412,2,FUNZIONI LOCALI,09,TOSCANA,18,CALABRIA,8,7,1,Trasferimento d'ufficio,2025-02-04,,,2,8
79540ca0a14f59c4fe976319,202302,5,SICUREZZA-DIFESA,16,PUGLIA,01,PIEMONTE,10,2,8,Comando,2025-09-12,,,5,10
a30f29e9081fb2df101332d2,202311,3,ISTRUZIONE E RICERCA,09,TOSCANA,04,TRENTINO-ALTO ADIGE,15,2,13,Comando,02/09/2025,,,3,15
45891ee21cfecf66ed356ea7,202410,-,VIGILI DEL FUOCO E SOCCORSO PUBBLICO,05,VENETO,10,UMBRIA,11,8,3,Assegnazione temporanea,2025-06-13,,,6,11
9d543c9e782d8c9106e8907d,202401,1,FUNZIONI CENTRALI,15,CAMPANIA,16,PUGLIA,7,12,-5,Trasferimento d'ufficio,2025-01-07,,,1,7
dc72378a1b53caa2637d7765,202402,2,FUNZIONI LOCALI,20,SARDEGNA,18,CALABRIA,12,10,2,Comando,2025-05-13,,,2,12
c552eba402a1c5182c6d65de,202301,1,FUNZIONI CENTRALI,20,SARDEGNA,08,EMILIA-ROMAGNA,10,8,2,Passaggio diretto,2024-10-16,,,1,10
9924624e10b7426b8e3b7617,202307,3,ISTRUZIONE E RICERCA,4,TRENTINO-ALTO ADIGE,06,FRIULI-VENEZIA GIULIA,7,10,-3,Comando,2024-11-28,,,3,7
1f60ce5b900bd0917219a522,202406,4,SANITA',15,CAMPANIA,17,BASILICATA,7,6,1,Passaggio diretto,2025-10-05,,,4,7
cc61d69d32bd72cb5382af59,202409,4,SANITA',06,FRIULI-VENEZIA GIULIA,10,UMBRIA,5,5,0,Comando,2025-09-02,,,4,5
7fbb98ca26fac15ad9a5e99a,202412,5,SICUREZZA-DIFESA,06,FRIULI-VENEZIA GIULIA,07,LIGURIA,7,3,4,Comando,28/05/2025,,,5,7
b5547a3048521f481c2b7fc3,202303,1,FUNZIONI CENTRALI,8,EMILIA-ROMAGNA,11,MARCHE,12,9,3,Mobilita' volontaria,2025-02-25,,,1,12
2a31d0fc80256a7a28d798a3,202305,4,SANITA',15,CAMPANIA,11,MARCHE,8,7,1,Passaggio diretto,2025-08-09,,,4,8
566243a3cc13e77e4e929037,202402,3,ISTRUZIONE E RICERCA,17,BASILICATA,10,UMBRIA,6,11,-5,Passaggio diretto,2025-01-29,,,3,6
64ebedfa54fe919923e13b42,202306,5,SICUREZZA-DIFESA,11,MARCHE,17,BASILICATA,7,5,2,Mobilita' volontaria,2024-10-29,,,5,7
08e23157c7dce6a89c14bd82,202410,2,FUNZIONI LOCALI,10,UMBRIA,13,ABRUZZO,11,6,5,Comando,28/11/2024,,,2,11
c461bea415bf86d168098972,202409,6,VIGILI DEL FUOCO E SOCCORSO PUBBLICO,20,SARDEGNA,19,SICILIA,14,11,3,Distacco,2025-06-28,,,6,14
cb84d95e83641747ab695405,202410,3,ISTRUZIONE E RICERCA,01,PIEMONTE,03,LOMBARDIA,18,9,9,Mobilita' volontaria,2025-03-26,,,3,18
0582d7e25f046e12c4b5a61b,202309,6,VIGILI DEL FUOCO E SOCCORSO PUBBLICO,01,PIEMONTE,15,CAMPANIA,7,10,-3,Mobilita' volontaria,2024-09-27,,,6,7
178c2df6c269877bf4a0e68b,202409,6,VIGILI DEL FUOCO E SOCCORSO PUBBLICO,17,BASILICATA,17,BASILICATA,10,3,7,Assegnazione temporanea,2025-05-09,,,6,10
8fcc102bb7c6a4a86be05c89,202405,5,SICUREZZA-DIFESA,04,TRENTINO-ALTO ADIGE,02,VALLE D'AOSTA,7,9,-2,Passaggio diretto,2025-01-24,,,5,7
773d837dcaf75b25117a6f60,202305,6,VIGILI DEL FUOCO E SOCCORSO PUBBLICO,17,BASILICATA,16,PUGLIA,7,10,-3,Comando,28/02/2025,,,6,7
30876ffd65dd826658e3c736,202410,2,FUNZIONI LOCALI,08,EMILIA-ROMAGNA,10,UMBRIA,9,3,6,Trasferimento d'ufficio,2024-12-16,,,2,9
cd0b50ba2a9eaf40e741150c,202403,4,SANITA',07,LIGURIA,08,EMILIA-ROMAGNA,12,10,2,Mobilita' volontaria,2025-06-20,,,4,12
326410fb3585e6a7c305862f,202404,5,SICUREZZA-DIFESA,08,EMILIA-ROMAGNA,16,PUGLIA,6,4,2,Distacco,2024-10-15,,,5,6
d4e95786a5f585480d77ed63,202304,1,FUNZIONI CENTRALI,07,LIGURIA,20,SARDEGNA,11,6,5,Trasferimento d'ufficio,2025-08-14,,,1,11
68c5dc75bfa08b0273320c56,202311,2,FUNZIONI LOCALI,03,LOMBARDIA,18,CALABRIA,13,9,4,Assegnazione temporanea,2025-03-11,,,2,13
5536637831c6dd749ef9f79e,202411,5,SICUREZZA-DIFESA,16,PUGLIA,08,EMILIA-ROMAGNA,"8,0",14,-6,Passaggio diretto,2025-01-26,,,5,8
8680e0d239fc1e4b1094f5ab,202409,1,FUNZIONI CENTRALI,19,SICILIA,19,SICILIA,8,5,3,Passaggio diretto,2025-06-20,,,1,8
17790ed8598d30848b8bb3c7,202311,5,SICUREZZA-DIFESA,03,LOMBARDIA,05,VENETO,8,6,2,Mobilita' volontaria,2024-10-17,,,5,8
f23dc83676534dea9da057b8,202411,5,SICUREZZA-DIFESA,10,UMBRIA,05,VENETO,10,5,5,Passaggio diretto,2024-12-31,,,5,10
bab303650399922a4f32ceea,202412,4,SANITA',2,VALLE D'AOSTA,16,PUGLIA,13,9,4,Trasferimento d'ufficio,2025-02-01,,,4,13
42903cf485bcfda674118815,202301,3,ISTRUZIONE E RICERCA,04,TRENTINO-ALTO ADIGE,09,TOSCANA,"6,0",16,-10,Passaggio diretto,2025-06-12,,,3,6
a7d129670aef7daf68ea1c22,202404,3,ISTRUZIONE E RICERCA,09,TOSCANA,13,ABRUZZO,6,8,-2,Trasferimento d'ufficio,2025-09-13,,,3,6
2aab07fb66a36b7f28e3590c,202401,2,FUNZIONI LOCALI,16,PUGLIA,17,BASILICATA,8,7,1,Trasferimento d'ufficio,2024-10-10,,,2,8
f840fc438e04cc54bc84c36e,202301,4,SANITA',03,LOMBARDIA,10,UMBRIA,11,12,-31,Comando,2024-09-25,,,4,11
305f07c284eaf3a8f519ae87,202410,4,SANITA',06,FRIULI-VENEZIA GIULIA,17,BASILICATA,14,13,1,Assegnazione temporanea,2025-05-20,,,4,14
5a16acf4d3f0504c5363ff88,202402,1,FUNZIONI CENTRALI,05,VENETO,09,-,12,7,5,Trasferimento d'ufficio,2025-04-17,,,1,12
cb266d77a2de6b3508010be4,202303,2,FUNZIONI LOCALI,19,SICILIA,04,TRENTINO-ALTO ADIGE,6,7,-1,Mobilita' volontaria,2025-03-19,,,2,6
d7ddcf3f75d97cb98f9dcfd3,202309,1,FUNZIONI CENTRALI,04,TRENTINO-ALTO ADIGE,19,SICILIA,12,11,1,Distacco,2024-12-04,,,1,12
ffe528aa700c6cbdf5bde360,202312,6,VIGILI DEL FUOCO E SOCCORSO PUBBLICO,19,SICILIA,04,TRENTINO-ALTO ADIGE,13,6,21,Distacco,2025-04-16,,,6,13
0dc58b2219c344e2417cb104,202306,2,FUNZIONI LOCALI,12,LAZIO,06,FRIULI-VENEZIA GIULIA,8,5,3,Mobilita' volontaria,2025-02-23,,,2,8
b469107c54087261d1afe2e6,202301,1,FUNZIONI CENTRALI,01,PIEMONTE,06,FRIULI-VENEZIA GIULIA,6,8,-2,Distacco,2024-11-11,,,1,6
ddf543fdab5a093ba183a184,202412,3,ISTRUZIONE E RICERCA,12,LAZIO,20,SARDEGNA,7,5,2,Assegnazione temporanea,2025-05-22,,,3,7
220102b7890a7cf5248e695a,202404,2,FUNZIONI LOCALI,8,EMILIA-ROMAGNA,06,FRIULI-VENEZIA GIULIA,10,10,0,Trasferimento d'ufficio,2025-04-04,,,2,10
dbc7a08f5318a712ab556502,202409,1,FUNZIONI CENTRALI,14,MOLISE,08,EMILIA-ROMAGNA,2,5,-3,Assegnazione temporanea,2024-11-15,,,1,2
7f2133c095310153451d2f75,202304,2,FUNZIONI LOCALI,15,CAMPANIA,19,SICILIA,8,12,-4,Trasferimento d'ufficio,2025-02-21,,,2,8
ca1a9735d7a22087531eece5,202404,2,FUNZIONI LOCALI,10,UMBRIA,08,EMILIA-ROMAGNA,9,12,-3,Mobilita' volontaria,2024-12-13,in verifica,,2,9
6b65dda4a9e24f60a4fd7d41,202408,1,FUNZIONI CENTRALI,01,PIEMONTE,04,TRENTINO-ALTO ADIGE,6,4,2,Trasferimento d'ufficio,2025-05-01,,,1,6
25dccd6b5fd137305ca30e2c,202411,3,ISTRUZIONE E RICERCA,08,EMILIA-ROMAGNA,13,ABRUZZO,8,3,5,Distacco,2025-08-06,,,3,8
6d4b30a27e27b50d35d97c27,202408,NULL,VIGILI DEL FUOCO E SOCCORSO PUBBLICO,17,BASILICATA,13,ABRUZZO,13,5,8,Passaggio diretto,2024-09-06,,,6,13
b87d13803095c506bd0c7ed1,202304,1,FUNZIONI CENTRALI,11,MARCHE,19,SICILIA,11,15,-4,Passaggio diretto,2025-02-20,,,1,11
8be3513fff30523da71bd974,202404,6,VIGILI DEL FUOCO E SOCCORSO PUBBLICO,03,LOMBARDIA,09,TOSCANA,6,8,-2,Mobilita' volontaria,27/02/2025,,,6,6
2109a8e4093d1c3689afa584,202309,4,SANITA',16,PUGLIA,05,VENETO,"11,0",12,-1,Trasferimento d'ufficio,2025-03-08,,,4,11
2921192f0748c065fb0d802e,202305,3,ISTRUZIONE E RICERCA,06,FRIULI-VENEZIA GIULIA,07,LIGURIA,8,8,0,Comando,2025-03-27,,,3,8
f52466f7763527080d9a9e58,202404,1,FUNZIONI CENTRALI,09,TOSCANA,08,EMILIA-ROMAGNA,11,4,7,Distacco,2025-03-29,,,1,11
1324c82b2010f963ad28702e,202411,1,FUNZIONI CENTRALI,07,LIGURIA,07,LIGURIA,5,8,-3,Assegnazione temporanea,2025-08-13,,,1,5
356e7abc9839e4bbd3ca8218,202408,2,FUNZIONI LOCALI,08,EMILIA-ROMAGNA,06,FRIULI-VENEZIA GIULIA,10,6,4,Distacco,2025-02-14,,,2,10
c27299432ef3b5b0248a4dbe,202411,5,SICUREZZA-DIFESA,07,LIGURIA,14,MOLISE,13,9,4,Assegnazione temporanea,2025-06-22,,,5,13
53d85f1b96c24528976e4d5d,202408,1,FUNZIONI CENTRALI,20,SARDEGNA,03,,5,2,3,Comando,2025-08-23,,,1,5
97e108055554d046d91c03f9,202402,6,VIGILI DEL FUOCO E SOCCORSO PUBBLICO,01,PIEMONTE,09,TOSCANA,11,12,-1,Distacco,2025-03-19,,,6,11
2ae1f9c13b32ade6f6e3c280,202406,NULL,FUNZIONI CENTRALI,19,SICILIA,13,ABRUZZO,7,5,2,Comando,2024-10-04,,,1,7
067656405bcf07c14bc51284,202403,3,ISTRUZIONE E RICERCA,02,VALLE D'AOSTA,06,FRIULI-VENEZIA GIULIA,8,12,-4,Assegnazione temporanea,2025-07-18,,,3,8
7d572ec7d886c64d8098d538,202301,1,FUNZIONI CENTRALI,01,PIEMONTE,18,CALABRIA,8,4,4,Passaggio diretto,2025-06-28,,,1,8
c04403cf7306ddb110603757,202304,,FUNZIONI LOCALI,13,ABRUZZO,11,MARCHE,7,5,2,Passaggio diretto,2025-01-14,,,2,7
603c0ae79f17e9447ee65fb4,202412,4,SANITA',04,TRENTINO-ALTO ADIGE,05,VENETO,13,11,-31,Mobilita' volontaria,2025-08-29,,,4,13
0f97e412906927f3d6e28a87,202409,1,FUNZIONI CENTRALI,03,LOMBARDIA,17,BASILICATA,9,6,3,Passaggio diretto,2025-09-23,,,1,9
fa1d7eb7fa71bf26fefb6e7f,202406,1,FUNZIONI CENTRALI,19,SICILIA,17,BASILICATA,12,7,5,Distacco,2024-10-13,,,1,12
0038beef4c7de59e30a1efac,202301,6,VIGILI DEL FUOCO E SOCCORSO PUBBLICO,08,EMILIA-ROMAGNA,16,PUGLIA,9,7,2,Trasferimento d'ufficio,2025-02-23,,,6,9
7fc5d8192765bdd5cb28fc80,202412,5,SICUREZZA-DIFESA,01,PIEMONTE,03,LOMBARDIA,5,11,-6,Distacco,2024-10-06,,,5,5
316f6da6f34ff08b486003e6,202402,6,VIGILI DEL FUOCO E SOCCORSO PUBBLICO,16,PUGLIA,18,CALABRIA,11,4,7,Comando,27/12/2024,,,6,11
27e2aaf05957e4761514f1cd,202412,1,FUNZIONI CENTRALI,01,PIEMONTE,15,CAMPANIA,12,4,8,Mobilita' volontaria,12/09/2025,,,1,12
4ed459a6d8e0b631b682f807,202402,2,FUNZIONI LOCALI,16,PUGLIA,,LAZIO,5,5,0,Passaggio diretto,2025-09-10,,flusso SICO,2,5
8ce9f32768c15be8b4aaae49,202402,3,ISTRUZIONE E RICERCA,03,LOMBARDIA,-,EMILIA-ROMAGNA,5,6,-1,Assegnazione temporanea,2025-07-28,,,3,5
431b68538bb080bf988f6040,202408,6,VIGILI DEL FUOCO E SOCCORSO PUBBLICO,18,CALABRIA,11,MARCHE,12,6,6,Assegnazione temporanea,2024-09-28,,,6,12
805f62fe5ee1d76d59c59fbe,202407,5,SICUREZZA-DIFESA,09,TOSCANA,16,PUGLIA,10,8,2,Trasferimento d'ufficio,2024-12-02,,,5,10
5c4fafaa22a697d07f8177c3,202406,1,FUNZIONI CENTRALI,06,FRIULI-VENEZIA GIULIA,19,SICILIA,3,4,-1,Mobilita' volontaria,30/04/2025,,,1,3
7d0ec3b74f7c0bdf6412feae,202305,4,SANITA',18,CALABRIA,05,VENETO,"10,0",3,7,Distacco,2025-02-02,,,4,10
fc36c7c67a4130b750f312e4,202406,1,FUNZIONI CENTRALI,01,PIEMONTE,14,MOLISE,5,5,0,Passaggio diretto,2025-05-25,,,1,5
f3806095a58f9d8e9d6eb28e,202312,5,SICUREZZA-DIFESA,17,BASILICATA,19,SICILIA,16,10,6,Comando,19/05/2025,,,5,16
b7ab81597d555401d86852c3,202406,6,VIGILI DEL FUOCO E SOCCORSO PUBBLICO,16,PUGLIA,16,PUGLIA,8,6,2,Comando,2025-08-04,,,6,8
08cbd8a6a0de2151e5d46eb1,202301,2,FUNZIONI LOCALI,01,PIEMONTE,13,ABRUZZO,8,3,5,Mobilita' volontaria,2025-05-26,in verifica,,2,8
afdca8b2ee9bd29959f6cfe1,202301,2,FUNZIONI LOCALI,20,SARDEGNA,01,PIEMONTE,11,3,8,Passaggio diretto,2025-02-14,,,2,11
ef4c71c5866dd9f661eee637,202408,4,SANITA',07,LIGURIA,02,VALLE D'AOSTA,8,8,0,Mobilita' volontaria,2025-05-21,,,4,8
1babc2e144751bdb301157a0,202312,5,SICUREZZA-DIFESA,03,LOMBARDIA,04,TRENTINO-ALTO ADIGE,6,7,-1,Passaggio diretto,2025-07-10,,,5,6
1dc6a95251423ce5ebcd830b,202307,1,FUNZIONI CENTRALI,08,EMILIA-ROMAGNA,01,PIEMONTE,11,8,3,Mobilita' volontaria,29/07/2025,,,1,11
3d858e1acf1783e246809555,202409,5,SICUREZZA-DIFESA,06,FRIULI-VENEZIA GIULIA,20,SARDEGNA,8,10,-2,Mobilita' volontaria,2025-01-11,,,5,8
30be42756e6afb7f14587cb4,202407,1,FUNZIONI CENTRALI,07,LIGURIA,17,BASILICATA,4,13,-9,Trasferimento d'ufficio,2025-06-12,,,1,4
ac4a159a2acb04e15399986e,202310,3,ISTRUZIONE E RICERCA,18,CALABRIA,14,MOLISE,"10,0",10,0,Comando,28/09/2025,,,3,10
c8affd1395b8972b56075cff,202309,6,VIGILI DEL FUOCO E SOCCORSO PUBBLICO,09,TOSCANA,06,FRIULI-VENEZIA GIULIA,13,7,6,Distacco,2025-07-12,,flusso SICO,6,13
537e2eb9ce9d9c902e986046,202308,6,VIGILI DEL FUOCO E SOCCORSO PUBBLICO,19,SICILIA,14,MOLISE,7,3,4,Assegnazione temporanea,2025-03-08,,flusso SICO,6,7
b252ff8ebd8e4b95458405a8,202312,4,SANITA',02,VALLE D'AOSTA,09,TOSCANA,7,4,3,Assegnazione temporanea,2025-09-16,,,4,7
6d4416c0c38c61d2e33348ad,202409,1,FUNZIONI CENTRALI,17,BASILICATA,,UMBRIA,9,4,5,Mobilita' volontaria,2024-09-18,,,1,9
6f36b696651c708aa12f2405,202306,4,SANITA',13,ABRUZZO,04,TRENTINO-ALTO ADIGE,6,9,-3,Mobilita' volontaria,2024-12-30,,,4,6
8021c0d0919a864e96757647,202302,5,SICUREZZA-DIFESA,14,MOLISE,11,MARCHE,13,3,10,Assegnazione temporanea,2024-09-05,,,5,13
22dabb3cfb1f85a1f9a5b9c1,202308,3,ISTRUZIONE E RICERCA,06,FRIULI-VENEZIA GIULIA,03,LOMBARDIA,14,10,4,Assegnazione temporanea,2024-09-10,,,3,14
a1f6b13a149ebf84c750cf5d,202410,4,SANITA',13,ABRUZZO,05,VENETO,13,6,7,Comando,2025-07-24,,,4,13
4e4715f9486dafa27f4cb7db,202306,5,SICUREZZA-DIFESA,02,VALLE D'AOSTA,10,UMBRIA,12,8,4,Mobilita' volontaria,09/10/2024,,,5,12
1a4a05180626281a1e8113d4,202403,,VIGILI DEL FUOCO E SOCCORSO PUBBLICO,11,MARCHE,07,NULL,4,8,-4,Assegnazione temporanea,2025-03-22,,,6,4
e4f039f490df2430cda632a2,202411,3,ISTRUZIONE E RICERCA,17,BASILICATA,20,SARDEGNA,14,16,-2,Passaggio diretto,2025-02-28,,,3,14
d183358483b15fcf3220ff0a,202409,4,SANITA',19,SICILIA,05,VENETO,8,7,1,Trasferimento d'ufficio,2024-09-27,,,4,8
99f457259fd834a5d35b2b54,202408,2,FUNZIONI LOCALI,08,EMILIA-ROMAGNA,19,SICILIA,9,10,-1,Trasferimento d'ufficio,2025-05-16,,,2,9
747c9b59e180e18a0301b134,202409,4,SANITA',03,LOMBARDIA,10,UMBRIA,9,11,-2,Distacco,2024-11-20,,,4,9
07f1496b4c0654031e44c064,202405,1,FUNZIONI CENTRALI,16,PUGLIA,13,ABRUZZO,9,10,-1,Comando,2025-03-30,,,1,9
36bda887d2129515094e5d2a,202310,3,ISTRUZIONE E RICERCA,06,FRIULI-VENEZIA GIULIA,11,MARCHE,12,15,-3,Comando,2025-05-14,,,3,12
f83ae04081ba09ed734a15ce,202402,5,SICUREZZA-DIFESA,13,ABRUZZO,15,CAMPANIA,11,9,2,Mobilita' volontaria,2024-10-22,,,5,11
253879453c5f7db049aedc71,202407,5,SICUREZZA-DIFESA,10,UMBRIA,08,EMILIA-ROMAGNA,12,9,3,Passaggio diretto,2024-11-01,,,5,12
75efe229251b9ba7e2d53fbe,202301,5,SICUREZZA-DIFESA,06,FRIULI-VENEZIA GIULIA,19,SICILIA,7,6,1,Mobilita' volontaria,2025-07-02,,,5,7
64c5224e591de3c629831846,202305,2,FUNZIONI LOCALI,9,TOSCANA,06,FRIULI-VENEZIA GIULIA,16,9,7,Trasferimento d'ufficio,2025-09-22,,,2,16
6838e98e9484fba67a8e452a,202304,2,FUNZIONI LOCALI,06,FRIULI-VENEZIA GIULIA,09,TOSCANA,14,9,5,Trasferimento d'ufficio,2025-04-30,,,2,14
d888d85c804efd2a7991cbba,202403,5,,03,LOMBARDIA,09,TOSCANA,9,3,6,Mobilita' volontaria,2024-10-11,,,5,9
ca8fc2f0155ee3231b3d5f9f,202304,1,FUNZIONI CENTRALI,03,LOMBARDIA,02,NULL,10,6,4,Mobilita' volontaria,2024-11-10,,,1,10
